source,filename,old_label,old_status,old_engine,old_score,old_evidence,new_label,new_status,new_score,new_runner_up_score,new_layer,new_evidence,changed
/Users/billcipher/Documents/CAU HOI ON THI GIUA HOC KY 1.docx,CAU HOI ON THI GIUA HOC KY 1,Lich_su,subject,docx,1009.0,body:trieu dai phong kien x1=12.0; body:cach mang thang tam x1=15.0; body:thuc dan phap x1=13.0; body:dang cong san viet nam x2=26.0; body:nha nguyen x1=10.0; body:chien tranh the gioi x8=104.0; body:cach mang cong nghiep x3=36.0; body:cach mang tu san x42=504.0; body:chu nghia thuc dan x6=72.0; body:phong trao giai phong dan toc x4=56.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/CD_2_Mua_Do.pdf,CD_2_Mua_Do,Ngu_van,subject,pdfplumber,384.0,body:ngu van x1=16.0; body:van hoc x5=60.0; body:tieu thuyet x10=100.0; body:an du x1=10.0; body:su thi x1=11.0; body:cheo x1=11.0; body:tuồng x13=143.0; body:bi kich x3=33.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/CHO_NOI.docx,CHO_NOI,Ngu_van,subject,docx,22.0,body:tuồng x2=22.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/CHUYEN_DE_PHAN_TICH_CAU_TRUC_DE_THI_TN_TIN_HOC_2024-2025-NTLIEN_1ce2a.docx,CHUYEN_DE_PHAN_TICH_CAU_TRUC_DE_THI_TN_TIN_HOC_2024-2025-NTLIEN_1ce2a,Tin_hoc,subject,docx,4578.0,body:tin hoc x41=656.0; body:mon tin x8=144.0; body:mon tin hoc x8=144.0; body:lap trinh x22=286.0; body:ngon ngu lap trinh x5=70.0; body:thuat toan x4=56.0; body:python x34=374.0; body:kieu du lieu x2=24.0; body:cau truc du lieu x1=14.0; body:stack x1=10.0,Tin_hoc,subject,90.28,0.0,accentless,accentless:tin hoc x1=54.3; accentless:tin x1=36.0,False
/Users/billcipher/Documents/CÔNG VĂN TĂNG CƯỜNG LƯỢT QUAN TÂM ZALO OA.pdf,CÔNG VĂN TĂNG CƯỜNG LƯỢT QUAN TÂM ZALO OA,Ngu_van,subject,pdfplumber,44.0,body:tuồng x4=44.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/CamScanner 01-29-2023 15.12.pdf,CamScanner 01-29-2023 15.12,_Khong_xac_dinh,unknown,none,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/Câu 1.docx,Câu 1,Lich_su,subject,docx,43.0,body:lich su x2=32.0; body:bao ve to quoc x1=11.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Câu hỏi trắc nghiệm sử 11 mới (có đáp án) 2  bai 7- 8 - 9.docx,Câu hỏi trắc nghiệm sử 11 mới (có đáp án) 2  bai 7- 8 - 9,Lich_su,subject,filename,30.0,filename_alias:su x1=30.0,Lich_su,subject,34.0,0.0,accented,accented:sử x1=34.0,False
/Users/billcipher/Documents/Chñ.pdf,Chñ,_Khong_xac_dinh,unknown,pdfplumber,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/Chủ đề 3 Bài 6.docx,Chủ đề 3 Bài 6,Lich_su,subject,docx,1788.0,body:lich su x26=416.0; body:lich su viet nam x1=14.0; body:cach mang thang tam x53=795.0; body:tong khoi nghia x21=273.0; body:hiep dinh paris x1=14.0; body:thuc dan phap x2=26.0; body:dang cong san viet nam x1=13.0; body:mat tran viet minh x2=26.0; body:ho chi minh x8=96.0; body:vo nguyen giap x2=26.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Competitive-Programming-Advanced_-Version1.pdf,Competitive-Programming-Advanced_-Version1,Vat_ly,subject,pdfplumber,92.0,body:dien tich x9=72.0; body:tu dien x2=20.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Copy of Form GAP-CTO2026.pdf,Copy of Form GAP-CTO2026,_Khong_xac_dinh,unknown,none,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/DẠNG 2. BÀI TOÁN THANH KIM LOẠI CHUYỂN ĐỘNG TRONG MẶT PHẲNG CẮT CÁC ĐƯỜNG SỨC TỪ copy.pdf,DẠNG 2. BÀI TOÁN THANH KIM LOẠI CHUYỂN ĐỘNG TRONG MẶT PHẲNG CẮT CÁC ĐƯỜNG SỨC TỪ copy,Toan,subject,filename,30.0,filename_alias:toan x1=30.0,Toan,subject,40.0,0.0,accented,accented:toán x1=40.0,False
/Users/billcipher/Documents/DẠNG 2. BÀI TOÁN THANH KIM LOẠI CHUYỂN ĐỘNG TRONG MẶT PHẲNG CẮT CÁC ĐƯỜNG SỨC TỪ.pdf,DẠNG 2. BÀI TOÁN THANH KIM LOẠI CHUYỂN ĐỘNG TRONG MẶT PHẲNG CẮT CÁC ĐƯỜNG SỨC TỪ,Toan,subject,filename,30.0,filename_alias:toan x1=30.0,Toan,subject,40.0,0.0,accented,accented:toán x1=40.0,False
/Users/billcipher/Documents/DẠNG 3. LỰC TỪ TÁC DỤNG LÊN KHUNG DÂY.pdf,DẠNG 3. LỰC TỪ TÁC DỤNG LÊN KHUNG DÂY,Vat_ly,subject,filename,25.0,filename:luc tu x1=25.0,Vat_ly,subject,47.2,0.0,accentless,accentless:luc tu x1=47.2,False
/Users/billcipher/Documents/DE 04 hs.docx,DE 04 hs,Toan,subject,docx,334.0,body:dao ham x2=28.0; body:ham so x34=306.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/DE CUONG TIN 12 GK2_1.docx,DE CUONG TIN 12 GK2_1,Tin_hoc,subject,filename,30.0,filename_alias:tin x1=30.0,Tin_hoc,subject,36.0,0.0,accentless,accentless:tin x1=36.0,False
/Users/billcipher/Documents/DE CUONG ck 1GRADE 11.docx,DE CUONG ck 1GRADE 11,Lich_su,subject,docx,528.0,body:history x6=96.0; body:ho chi minh x1=12.0; body:asean x35=420.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/DE ghki huan01n30-10.docx,DE ghki huan01n30-10,Toan,subject,docx,380.0,body:tap xac dinh x1=9.0; body:ham so x6=54.0; body:phuong trinh bac x1=10.0; body:cap so cong x1=11.0; body:cap so nhan x9=99.0; body:day so x5=45.0; body:thong ke x1=10.0; body:trung vi x2=20.0; body:tu phan vi x2=22.0; body:mau so lieu x10=100.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/DE10 HS.pdf,DE10 HS,Toan,subject,pdfplumber,348.0,body:dao ham x3=42.0; body:ham so x34=306.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/DapAn__KTGK2-VL11-2024-2025.pdf,DapAn__KTGK2-VL11-2024-2025,Vat_ly,subject,pdfplumber,16.0,body:vat li x1=16.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/DapAn__VL11.pdf,DapAn__VL11,Vat_ly,subject,pdfplumber,16.0,body:vat li x1=16.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Dàn ý Conan movie 6 (1).docx,Dàn ý Conan movie 6 (1),Lich_su,subject,docx,48.0,body:lich su x3=48.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Dàn ý Conan movie 6.docx,Dàn ý Conan movie 6,Lich_su,subject,docx,48.0,body:lich su x3=48.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Dàn ý HỒN TRƯƠNG BA (1).docx,Dàn ý HỒN TRƯƠNG BA (1),Ngu_van,subject,docx,54.0,body:cot truyen x1=10.0; body:tuồng x3=33.0; body:bi kich x1=11.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Dàn ý HỒN TRƯƠNG BA.docx,Dàn ý HỒN TRƯƠNG BA,Ngu_van,subject,docx,54.0,body:cot truyen x1=10.0; body:tuồng x3=33.0; body:bi kich x1=11.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/De HDC chon DT HSG QG nam hoc 20212022.pdf,De HDC chon DT HSG QG nam hoc 20212022,Tin_hoc,subject,pdfplumber,135.0,body:tin hoc x1=16.0; body:mon tin x1=18.0; body:mon tin hoc x1=18.0; body:lap trinh x1=13.0; body:ngon ngu lap trinh x1=14.0; body:thuat toan x1=14.0; body:pascal x2=24.0; body:do thi x2=18.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/De dap an HSG cap tinh THPT nam hoc 20222023.pdf,De dap an HSG cap tinh THPT nam hoc 20222023,_Khong_xac_dinh,unknown,none,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
"/Users/billcipher/Documents/De on TN t5,2026 (kđa).docx","De on TN t5,2026 (kđa)",Ngu_van,subject,docx,207.0,body:van hoc x2=24.0; body:truyen ngan x3=33.0; body:ngoi ke x1=10.0; body:doc hieu x6=66.0; body:tuồng x2=22.0; body:viet bai van nghi luan x4=52.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Doc1.docx,Doc1,_Khong_xac_dinh,unknown,docx,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/Doc1.pdf,Doc1,_Khong_xac_dinh,unknown,pymupdf,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/EBOOK CHINH PHỤC HOÁ HỮU CƠ LỚP 12 THẦY PHẠM VĂN TRỌNG.pdf,EBOOK CHINH PHỤC HOÁ HỮU CƠ LỚP 12 THẦY PHẠM VĂN TRỌNG,Hoa_hoc,subject,filename,62.5,filename:hoa huu co x1=32.5; filename_alias:huu co x1=30.0,Hoa_hoc,subject,71.96,0.0,accentless,accentless:huu co x1=54.3; accentless:hoa huu co x1=17.7,False
/Users/billcipher/Documents/EBOOK CHINH PHỤC HOÁ VÔ CƠ LỚP 12 THẦY PHẠM VĂN TRỌNG.pdf,EBOOK CHINH PHỤC HOÁ VÔ CƠ LỚP 12 THẦY PHẠM VĂN TRỌNG,Hoa_hoc,subject,filename,62.5,filename:hoa vo co x1=32.5; filename_alias:vo co x1=30.0,Hoa_hoc,subject,71.96,0.0,accentless,accentless:vo co x1=54.3; accentless:hoa vo co x1=17.7,False
/Users/billcipher/Documents/FINAL_LVT_KNN.pdf,FINAL_LVT_KNN,Ngu_van,subject,pdfplumber,155.0,body:van hoc x1=12.0; body:tuồng x13=143.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/FInal.pdf,FInal,Ngu_van,subject,pdfplumber,207.0,body:ngu van x1=16.0; body:van hoc x4=48.0; body:tuồng x13=143.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Form GAP-CTO2026.xlsx  [Read-Only].pdf,Form GAP-CTO2026.xlsx  [Read-Only],_Khong_xac_dinh,unknown,none,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/GCN Nguyễn Quốc Đạt.pdf,GCN Nguyễn Quốc Đạt,_Khong_phai_mon_hoc,non_subject,pdfplumber,0.0,body:hop dong x1=9.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/GHK1 NGAY 2-11.docx,GHK1 NGAY 2-11,Toan,subject,docx,160.0,body:tap xac dinh x1=9.0; body:ham so x2=18.0; body:cap so cong x4=44.0; body:cap so nhan x4=44.0; body:day so x5=45.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/GIUA HK2_Tin 12 dieu chinh.docx,GIUA HK2_Tin 12 dieu chinh,Tin_hoc,subject,docx,1310.0,body:tin hoc x1=16.0; body:mon tin x1=18.0; body:mon tin hoc x1=18.0; body:he dieu hanh x8=88.0; body:html x52=520.0; body:css x60=540.0; body:javascript x10=110.0,Tin_hoc,subject,36.0,0.0,accentless,accentless:tin x1=36.0,False
/Users/billcipher/Documents/GV TEST 1 UNIT 1 2 3.docx,GV TEST 1 UNIT 1 2 3,Tieng_Anh,subject,docx,191.0,body:english x1=18.0; body:pronunciation x1=11.0; body:choose the word x1=10.0; body:mark the letter x8=80.0; body:closest in meaning x1=12.0; body:opposite in meaning x1=12.0; body:global success x4=48.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/GV TEST 2 UNIT 123.docx,GV TEST 2 UNIT 123,Tieng_Anh,subject,docx,135.0,body:pronunciation x1=11.0; body:mark the letter x10=100.0; body:closest in meaning x1=12.0; body:opposite in meaning x1=12.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/GV TEST 3 UNIT 123.docx,GV TEST 3 UNIT 123,Lich_su,subject,docx,130.0,body:history x1=16.0; body:ho chi minh x9=108.0; body:the ky x1=6.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/GV TEST CKI.docx,GV TEST CKI,Tieng_Anh,subject,docx,133.0,body:pronunciation x1=11.0; body:mark the letter x11=110.0; body:closest in meaning x1=12.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Giai thuat va lap trinh_LeMinhHoang - chuyentin.pro.pdf,Giai thuat va lap trinh_LeMinhHoang - chuyentin.pro,Tin_hoc,subject,pdfplumber,55.0,body:lap trinh x1=13.0; body:thuat toan x2=28.0; body:tim kiem nhi phan x1=14.0,Tin_hoc,subject,54.28,0.0,accentless,accentless:lap trinh x1=54.3,False
/Users/billcipher/Documents/HỒN TRƯƠNG BA (1).docx,HỒN TRƯƠNG BA (1),Ngu_van,subject,docx,98.0,body:cot truyen x1=10.0; body:tuồng x5=55.0; body:bi kich x3=33.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/HỌP ĐỒNG LAO ĐỘNG - HIỀN (1).docx,HỌP ĐỒNG LAO ĐỘNG - HIỀN (1),_Khong_phai_mon_hoc,non_subject,docx,10.0,filename:hop dong x1=22.5; body:hop dong x18=162.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/HỌP ĐỒNG LAO ĐỘNG - HIỀN.docx,HỌP ĐỒNG LAO ĐỘNG - HIỀN,_Khong_phai_mon_hoc,non_subject,docx,10.0,filename:hop dong x1=22.5; body:hop dong x18=162.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/HỌP ĐỒNG LAO ĐỘNG - HIỆP (1).docx,HỌP ĐỒNG LAO ĐỘNG - HIỆP (1),_Khong_phai_mon_hoc,non_subject,docx,10.0,filename:hop dong x1=22.5; body:hop dong x18=162.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/HỌP ĐỒNG LAO ĐỘNG - HIỆP.docx,HỌP ĐỒNG LAO ĐỘNG - HIỆP,_Khong_phai_mon_hoc,non_subject,docx,10.0,filename:hop dong x1=22.5; body:hop dong x18=162.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/HỌP ĐỒNG LAO ĐỘNG.docx,HỌP ĐỒNG LAO ĐỘNG,_Khong_phai_mon_hoc,non_subject,docx,10.0,filename:hop dong x1=22.5; body:hop dong x18=162.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/HXH.docx,HXH,Ngu_van,subject,docx,234.0,body:van hoc x5=60.0; body:nguyen du x1=12.0; body:an du x3=30.0; body:tuồng x12=132.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/HXH.pdf,HXH,Ngu_van,subject,pdfplumber,234.0,body:van hoc x5=60.0; body:nguyen du x1=12.0; body:an du x3=30.0; body:tuồng x12=132.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Hệ thống tuyển sinh trực tuyến (1).pdf,Hệ thống tuyển sinh trực tuyến (1),_Can_kiem_tra,conflict,pdfplumber,18.0,body:tieng anh x1=18.0,Sinh_hoc,subject,38.0,0.0,accented,accented:sinh x1=38.0,True
/Users/billcipher/Documents/Hồn Trương Ba.docx,Hồn Trương Ba,Ngu_van,subject,docx,110.0,body:van hoc x1=12.0; body:cot truyen x1=10.0; body:tuồng x6=66.0; body:bi kich x2=22.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/II.docx,II,Sinh_hoc,subject,docx,380.0,body:nguyen phan x7=91.0; body:giam phan x9=117.0; body:gen x3=27.0; body:nhiem sac the x3=42.0; body:bo nhiem sac the luong boi x2=28.0; body:kieu gen x2=22.0; body:kieu hinh x1=11.0; body:hoocmon sinh truong x1=12.0; body:he than kinh x3=30.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Ivan_final.pdf,Ivan_final,Ngu_van,subject,pdfplumber,142.0,body:kich noi x1=10.0; body:tuồng x2=22.0; body:bi kich x10=110.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/KẾ HOẠCH BÀI DẠY STEM_NGHIỆP.pdf,KẾ HOẠCH BÀI DẠY STEM_NGHIỆP,Tin_hoc,subject,pdfplumber,160.0,body:tin hoc x6=96.0; body:mon tin x1=18.0; body:mon tin hoc x1=18.0; body:tin hoc ung dung x2=28.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/KH Bai day Chuyen de 2 - VL11( Bai 4^J5^J6).docx745.docx,KH Bai day Chuyen de 2 - VL11( Bai 4^J5^J6).docx745,Vat_ly,subject,docx,37.0,body:vat li x1=16.0; body:buoc song x1=9.0; body:tan so dao dong x1=12.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/KIẾN THỨC NỀN.pdf,KIẾN THỨC NỀN,Ngu_van,subject,pdfplumber,275.0,body:tuồng x25=275.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Ke3YTf-iwy0lau001dj-1775739262422.pdf,Ke3YTf-iwy0lau001dj-1775739262422,Vat_ly,subject,pdfplumber,471.0,body:vat li x3=48.0; body:chuyen dong tron x1=11.0; body:dong nang x3=27.0; body:co nang x7=70.0; body:dien tich x3=24.0; body:cuong do dong dien x1=13.0; body:dien tro x1=9.0; body:tu truong x4=52.0; body:tu thong x3=36.0; body:luc tu x2=20.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Kích thước 1 tấm ảnh mẫu.docx,Kích thước 1 tấm ảnh mẫu,_Khong_xac_dinh,unknown,docx,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
"/Users/billcipher/Documents/LICH KIEM TRA HK2-K10,11(DIEU CHINH).docx","LICH KIEM TRA HK2-K10,11(DIEU CHINH)",_Can_kiem_tra,conflict,docx,32.0,body:vat ly x2=32.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/LTCT Tân Cương 12N11Đ đoàn ghép lẻ 8 ng ( Bản Chuẩn) 20.5.pdf,LTCT Tân Cương 12N11Đ đoàn ghép lẻ 8 ng ( Bản Chuẩn) 20.5,Lich_su,subject,pdfplumber,24.0,body:ho chi minh x2=24.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/LỤC VÂN TIÊN VÀ KIỀU NGUYỆT NGA.docx,LỤC VÂN TIÊN VÀ KIỀU NGUYỆT NGA,Ngu_van,subject,docx,207.0,body:ngu van x1=16.0; body:van hoc x4=48.0; body:tuồng x13=143.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/LVT_KNN.docx,LVT_KNN,Ngu_van,subject,docx,189.0,body:van hoc x2=24.0; body:tuồng x15=165.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/LVT_KNN.pdf,LVT_KNN,Ngu_van,subject,pdfplumber,224.0,body:van hoc x4=48.0; body:tuồng x16=176.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/LVT_KNN_1.pdf,LVT_KNN_1,Ngu_van,subject,pdfplumber,189.0,body:van hoc x2=24.0; body:tuồng x15=165.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/MA TRẬN  VÀ BẢN ĐẶC TẢ ĐỀ KIỂM TRA.pdf,MA TRẬN  VÀ BẢN ĐẶC TẢ ĐỀ KIỂM TRA,Tieng_Anh,subject,filename,30.0,filename_alias:ta x1=30.0,Tieng_Anh,subject,36.0,10.62,accentless,accentless:ta x1=36.0,False
/Users/billcipher/Documents/MA TRẬN VÀ ĐẶC TẢ ĐỀ KT GHK II K12.docx,MA TRẬN VÀ ĐẶC TẢ ĐỀ KT GHK II K12,Tieng_Anh,subject,filename,30.0,filename_alias:ta x1=30.0,Tieng_Anh,subject,36.0,10.62,accentless,accentless:ta x1=36.0,False
/Users/billcipher/Documents/MA TRẬN ĐỀ KIỂM TRA TOÁN 11 GIỮA HỌC KỲ 1.docx,MA TRẬN ĐỀ KIỂM TRA TOÁN 11 GIỮA HỌC KỲ 1,Toan,subject,filename,52.5,filename:ma tran x1=22.5; filename_alias:toan x1=30.0,Toan,subject,40.0,0.0,accented,accented:toán x1=40.0,False
/Users/billcipher/Documents/MAIIIIIII.docx,MAIIIIIII,Ngu_van,subject,docx,98.0,body:cot truyen x3=30.0; body:van ban nghi luan x1=13.0; body:tuồng x2=22.0; body:bi kich x3=33.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Ma trận đề KT giữa HK1-VL12.docx,Ma trận đề KT giữa HK1-VL12,Toan,subject,filename,22.5,filename:ma tran x1=22.5,_Khong_xac_dinh,unknown,10.62,0.0,accentless,accentless:ma tran x1=10.6,True
/Users/billcipher/Documents/Mau-so-01-TNDN_final.docx,Mau-so-01-TNDN_final,_Khong_phai_mon_hoc,non_subject,docx,0.0,body:hoa don x1=9.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/NGUYỄN QUỐC ĐẠT.pdf,NGUYỄN QUỐC ĐẠT,Tin_hoc,subject,pdfplumber,16.0,body:tin hoc x1=16.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/NHOM_1.docx,NHOM_1,_Khong_xac_dinh,unknown,docx,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/NHOM_2.docx,NHOM_2,Tin_hoc,subject,docx,9.0,body:do thi x1=9.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/NHOM_3.docx,NHOM_3,Tin_hoc,subject,docx,9.0,body:css x1=9.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/NHOM_4.docx,NHOM_4,_Khong_xac_dinh,unknown,docx,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
"/Users/billcipher/Documents/NHÓM 1, 2, 3, 4_stem.docx","NHÓM 1, 2, 3, 4_stem",Ngu_van,subject,docx,11.0,body:tuồng x1=11.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/NUÔI TINH THỂ ALUM (1).docx,NUÔI TINH THỂ ALUM (1),Hoa_hoc,subject,docx,530.0,body:hoa hoc x7=112.0; body:cau hinh electron x1=13.0; body:lien ket ion x21=231.0; body:phuong trinh hoa hoc x1=14.0; body:nacl x16=160.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/New DOCX Document (1).docx,New DOCX Document (1),_Can_kiem_tra,conflict,docx,16.0,body:hoa hoc x1=16.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/New DOCX Document.docx,New DOCX Document,_Can_kiem_tra,conflict,docx,16.0,body:hoa hoc x1=16.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Nghị luận về vấn đề bạo lực gia đình.docx,Nghị luận về vấn đề bạo lực gia đình,Ngu_van,subject,filename,30.0,filename_alias:van x1=30.0,Ngu_van,subject,36.0,0.0,accentless,accentless:van x1=36.0,False
/Users/billcipher/Documents/Nỗi niềm vấn vương của KNN.docx,Nỗi niềm vấn vương của KNN,Ngu_van,subject,docx,23.0,body:van hoc x1=12.0; body:tuồng x1=11.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/OLP23 Solution Khối Không chuyên.pdf,OLP23 Solution Khối Không chuyên,Vat_ly,subject,pdfplumber,16.0,body:dien tich x2=16.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/OLP23_Dethihongchuyen_CD.pdf,OLP23_Dethihongchuyen_CD,Ngu_van,subject,pdfplumber,154.0,body:cheo x1=11.0; body:tuồng x13=143.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ON THI GIUA HK 2- 11 (1).docx,ON THI GIUA HK 2- 11 (1),Lich_su,subject,docx,208.0,body:lich su x1=16.0; body:khang chien chong my x1=14.0; body:nha nguyen x2=20.0; body:lien hop quoc x2=20.0; body:su hoc x4=40.0; body:bao ve to quoc x2=22.0; body:chu quyen bien dao x5=65.0; body:di san van hoa x1=11.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ON THI GIUA HK 2- 11 (1).pdf,ON THI GIUA HK 2- 11 (1),Lich_su,subject,pdfplumber,119.0,body:lich su x1=16.0; body:khang chien chong my x1=14.0; body:nha nguyen x1=10.0; body:lien hop quoc x2=20.0; body:bao ve to quoc x2=22.0; body:chu quyen bien dao x2=26.0; body:di san van hoa x1=11.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ON THI GIUA HK 2- 11.docx,ON THI GIUA HK 2- 11,Lich_su,subject,docx,208.0,body:lich su x1=16.0; body:khang chien chong my x1=14.0; body:nha nguyen x2=20.0; body:lien hop quoc x2=20.0; body:su hoc x4=40.0; body:bao ve to quoc x2=22.0; body:chu quyen bien dao x5=65.0; body:di san van hoa x1=11.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ON THI GIUA HK 2- 11.pdf,ON THI GIUA HK 2- 11,Lich_su,subject,pdfplumber,92.0,body:khang chien chong my x1=14.0; body:nha nguyen x2=20.0; body:lien hop quoc x1=10.0; body:bao ve to quoc x1=11.0; body:chu quyen bien dao x2=26.0; body:di san van hoa x1=11.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
"/Users/billcipher/Documents/ONLY MA TRẬN, BẢNG ĐẶC TẢ E 12 GHKI 25-26 THỦY AV.docx","ONLY MA TRẬN, BẢNG ĐẶC TẢ E 12 GHKI 25-26 THỦY AV",Toan,subject,filename,22.5,filename:ma tran x1=22.5,_Khong_xac_dinh,unknown,10.62,0.0,accentless,accentless:ma tran x1=10.6,True
